"folio","con_ex_p","dis_ex_p","res_ex_p","con_re_p","dis_re_p","res_re_p","totl_tom","tom_mun","tom_loc","t_cm_dom","t_cms_do","t_sm_dom","t_cm_ind","t_cms_in","t_sm_ind","t_cm_com","t_cms_co","t_sm_com","t_cm_pub","t_cms_pu","t_sm_pub","t_cm_mix","t_cms_mx","t_sm_mix","t_cm_tot","t_cms_to","t_sm_tot","factu_ag","fac_cufi","razcufij","c_fija_e","fac_srvm","aj_tarif","ajutarec","ajtarcnf","aj_cnf_e","esq_agua","boni_tar","fon_soli","fom_ahor","otro_esq","oesq_esp","el_capta","desin_ag","el_siste","el_potab","quim_pot","el_trata","quim_tra","remu_agu","remu_dre","remu_tra","der_expl","der_cuer","reha_man","dep_acti","otr_gast","total","ing_agua","agua_tra","saneamie","conexion","der_alca","vnt_lodo","agua_pip","otro_ing","sub_fede","sub_esta","sub_muni","multas","ej_anter","total_in"
"6003","NSS","118","","","2","","5762","5387","ND","","","5153","","","","","","330","","","222","","","57","","","5762","1","1","1","","2","1","0","2","","2","NA","NA","NA","NA","","1361352.86","70229.35","","","","","","","","589160","245997","","139309","","6867783","9273831.21","5187844","","660819","161356","1471813","","","1470594","245997","","","188184","169391","9555998"
"6004","9.47","45","","0.65","1.5","","8309","5925","2384","","","7911","","","83","","","183","","","1","","","8","","","8186","1","1","1","","2","1","0","2","","2","NA","NA","NA","NA","","3019669.16","23800","","","","","","3775286.33","","","90573","445704","544404.52","","1790529.1","9689966.11","7471877.02","","1118571.63","124338.78","120828.11","","","95986.51","293307","","","95785.98","2637702.52","11958397.55"
"6005","100","190","","","","","11211","4168","7043","","","11211","","","","","","","","","","","","","","","11211","1","1","1","","2","1","0","2","","2","NA","NA","NA","NA","","1862046.35","17307.93","","","","","","8073499.03","","","","","240591.47","","","10193444.78","10010219.55","","920455.63","864366.31","1717561.63","","","","","","","803499.98","","14316103.1"
"6006","4","70.2","","","","","2587","1341","1246","","1200","1246","","","","","","141","","","","","","","","1200","1387","1","1","1","","2","2","2","0","","2","NA","NA","NA","NA","","2879092.06","69492","","","","91340","85350","3447621.14","861905.28","","19945","","125000","28760","1515088.87","9123594.35","2711484.98","","","","542296.99","","","","","","5384909.79","219950","264952.59","9123594.34"
"6007","91","325","","1.3","3.6","","66017","","","46269","","15241","490","","22","2787","","204","","","","870","","134","50416","","15601","1","1","1","","1","1","0","2","","2","NSS","NSS","NSS","","","59276678.92","5714799.7","","","","15192332.08","","114506145.51","","","5587606","","4981620.11","","72748924.08","278008106.39","167482497.82","","20489827.18","2273833.45","35236353.63","","","","","","","6466343.34","64761437.04","296710292.46"
"6008","NSS","NSS","","","","","2190","NSS","NSS","","","1887","","","","","","303","","","","","","","","","2190","1","1","1","","2","1","0","2","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","ND","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","ND"
"6009","87","204","","","0.8","","43181","33719","9462","1298","","39374","81","","26","468","","1687","","","247","","","","1847","","41334","1","1","3","","1","1","0","2","","1","NA","60","NA","","","10528817.17","1542508.1","","","","6000000","","2378009.12","","","2045056","2122328","1065601.92","","47878888.67","73561208.98","35504933.92","","15601352.22","","8431030.17","","8000","NA","","","","1817222.93","7871194.65","69233733.89"
"6010","107.06","472.33","","","","","710766","70810","266","28323","5796","33094","267","26","54","1237","225","872","41","23","323","653","91","","30521","6161","34343","1","1","1","","1","1","0","2","","2","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"7001","5","5","","5","5","","4774","4774","","","","4774","","","","","","","","","","","","","","","4774","1","2","0","","2","1","2","1","","2","NA","NA","NA","NA","","","47560","","","","","","36000","","240000","","","136159.17","","","459719.17","76800","","","","","","","","","","","","","76800"
"7002","26.4","13","","","1","","2800","2800","","","","2800","","","","","","","","","","","","","","","2800","1","1","1","","2","2","2","0","","2","NA","NA","NA","NA","","787200","","","","","","","","","","","","","","","787200","31140","","","44100","900","","","","","","","","","76140"
"7003","5","5","","1","","","1580","1580","","","","1580","","","","","","","","","","","","","","","1580","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"7004","8.5","32","","","3","","2155","2155","","","","2155","","","","","","","","","","","","","","","2155","1","1","1","","2","2","5","0","","2","NA","NA","NA","NA","","60000","12000","","","","","","553536","","","60000","","550000","","80000","1315536","7620","","","1080","","","","","","","","","","8700"
"7005","8","6","","","","","850","850","","","","850","","","","","","","","","","","","","","","850","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"7006","17","10","","","","","178","178","","","","178","","","","","","","","","","","","","","","178","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"7007","1.52","36.25","","","2","","3800","3800","","","","3800","","","","","","","","","","","","","","","3800","2","0","0","LOS USUSARIOS NO PAGAN EL SERVICIO DE AGUA, EL H. AYUNTAMIENTO SE HACE CARGO.","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"7008","16","37","","","","","5050","5050","","","","5050","","","","","","","","","","","","","","","5050","1","1","1","","2","1","5","1","","2","NA","NA","NA","NA","","","1080000","","","","","","","","","","","210000","","","1290000","","","","","","","","","","","","","",""
"7009","6","4","","","1","2","8099","8099","","","","7383","","","","","","716","","","","","","","","","8099","1","1","1","","2","2","5","0","","2","NA","NA","NA","NA","","9373.67","","","","","","","","","","","","22852","","","32225.67","854410.4","","","","","","","","","","2054400","","","2908810.4"
"7010","1.2","13","","0.6","1","","81","81","","","","75","","","","","","","","","6","","","","","","81","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"7011","8","6","","3","1.5","","900","900","","","","880","","","","","","","","","20","","","","","","900","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"7012","56","182","","2","2","","10336","9608","728","","","10334","","","","","","","","","2","","","","","","10336","1","1","1","","2","1","1","1","","2","NA","NA","NA","NA","","456192","816000","7215000","","","150504","86302","8780651","","739200","158996","322423","352145","254123","6441025","25772561","5939706","","739200","115000","56000","","","","","","1500000","","","8349906"
"7013","1.5","6","","1","0.5","","3000","3000","","","","2875","","","35","","","65","","","25","","","","","","3000","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"7014","12","4","","","","","2000","2000","","","","2000","","","","","","","","","","","","","","","2000","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"7015","2.5","4","","","","","5000","5000","","","","4950","","","2","","","48","","","","","","","","","5000","1","1","1","","2","1","0","1","","2","NA","NA","NA","NA","","","228000","","","","","","","","","","","","","","228000","145383","","","","","","","","","","","","","145383"
"7016","2","5","","","","","1185","1185","","","","1145","","","","","","20","","","20","","","","","","1185","1","1","1","","2","2","2","0","","2","NA","NA","NA","NA","","100000","70000","","","","","","","","","","","700000","","","870000","551040","","","","","","","","","","","","","551040"
"7017","100","100","","","","","1850","1850","","","","1573","","","20","","","257","","","","","","","","","1850","1","1","1","","1","2","6","0","","1","20","","","","","239000","240000","239000","239000","","","","","","","","","192000","","170000","1319000","1762760","","","70000","","","","","","","4000000","","","5832760"
"7018","10","5","","","","","6400","6000","400","","","6400","","","","","","","","","","","","","","","6400","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"7019","5","60","","","","","34448","34448","","","","34000","","","347","101","","","","","","","","","101","","34347","1","1","1","","2","2","5","0","","2","NA","NA","NA","NA","","12292590.24","204668.4","28132218.72","","","420141.72","","","","","1703467.81","","930159.8","2278003.57","13996059.05","59957309.31","26684821.51","","","","","","","1810187.23","","","6329698.16","","2284.39","34826991.29"
"7020","51","120","","","","","2611","2611","","","","2611","","","","","","","","","","","","","","","2611","1","1","1","","2","2","6","0","","2","NA","NA","NA","NA","","384000","366240","","","","","","","","","","","140000","","","890240","1370","","405000","2700","","","","","","","","","800000","1209070"
"7021","5","3","","1","2","","4000","4000","","","","4000","","","","","","","","","","","","","","","4000","1","1","4","SE TIENE UN CONVENIO","2","1","2","2","","2","NA","NA","NA","NA","","","67000","","","","","","538800","","","255205","","98000","","46000","1005005","111146.5","","","","4800","","","","","","","","","115946.5"
"7022","12","3","","","","","1264","1264","","","","1264","","","","","","","","","","","","","","","1264","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"7023","NSS","NSS","NSS","NSS","NSS","NSS","2300","2300","","","","2300","","","","","","","","","","","","","","","2300","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"7024","15","40","","4","15","","1300","1300","","","","1300","","","","","","","","","","","","","","","1300","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"7025","5","3","","","1","","1000","1000","","","","1000","","","","","","","","","","","","","","","1000","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"7026","1.85","7.5","","","","","2000","2000","","","","2000","","","","","","","","","","","","","","","2000","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"7027","33.71","43.81","","1.1","0.7","","19780","9351","10429","","","19328","","","36","1","","369","","","","","","46","1","","19779","1","1","4","LAS CONDICIONES FISICAS (SOLIDOS), QUE PRESENTA EL AGUA DISTRIBUIDA , MAS AUN, DURANTE LA TEMPORADA DE LLUVIAS, DAÑA MUY RAPIDO EL DISPOSITIVO DE MEDICION.","1","2","6","0","","2","","","","","","","220887","","","","","","","","","","","155241","14111179","13914461","28401768","14136129","","","154821","","","","","","","","","","14290950"
"7028","3.7","15","","","","","1700","1700","","","","1700","","","","","","","","","","","","","","","1700","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"7029","15","8","","0.5","0.4","","600","600","","","","600","","","","","","","","","","","","","","","600","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"7030","19.33","12","","","","","1500","1500","","","","1500","","","","","","","","","","","","","","","1500","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"7031","25","40","","1","","","2400","2400","","","","2400","","","","","","","","","","","","","","","2400","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"7032","0.85","20","","0.1","1","","2500","2500","","","","1500","","","4","","","30","","","11","","","955","","","2500","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"7033","8","20","","","","","2032","232","1800","","","2032","","","","","","","","","","","","","","","2032","2","0","0","","0","0","0","0","","2","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
