"folio","serv_dre","dren_cab","no_saben","dren_plu","prodrplu","pr_plu_e","trat_plu","tra_apli","usoprinc","uso_e_pr","plu_suel","plu_rios","plu_mar","plu_play","plu_este","plu_lago","plu_terr","plu_otro","plu_o_es","dren_ext","ext_reha","ext_sani","ext_dren","ext_cole","tot_conx","con_cabe","conx_loc","conx_dom","conx_ind","conx_com","conx_pub","conx_mix","conx_tot","prest_nu"
"8013","1","80","","2","0","","0","","0","","","","","","","","","","","","","50.282","0.016","","2991","","","2876","","40","13","62","2991","1"
"8014","1","100","","2","0","","0","","0","","","","","","","","","","","","","10","5","","832","832","","820","","","12","","NA","1"
"8015","1","95","","2","0","","0","","0","","","","","","","","","","","","","10","2","","700","700","","700","","","","","700","1"
"8016","1","95","","2","0","","0","","0","","","","","","","","","","","","","15","","","520","NSS","NSS","520","","","","","520","1"
"8017","1","94","","2","0","","0","","0","","","","","","","","","","","","","600","0.02","","NSS","53945","NSS","49871","74","3552","448","","53945","1"
"8018","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"8019","1","96","","2","0","","0","","0","","","","","","","","","","","","","3108","7","","NSS","326729","NSS","304887","833","19211","1798","","326729","1"
"8020","1","92","","2","0","","0","","0","","","","","","","","","","","","","5","1","1","2500","2500","","2500","","","","","2500","1"
"8021","1","98","","2","0","","0","","0","","","","","","","","","","","","","512.46","","","51920","NSS","NSS","47184","306","3799","631","","51920","1"
"8022","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"8023","1","50","","2","0","","0","","0","","","","","","","","","","","","","NSS","NSS","NA","NSS","514","NSS","514","","","","","514","1"
"8024","1","90","","2","0","","0","","0","","","","","","","","","","","","","8","NSS","NSS","1217","1043","174","1152","","38","27","","1217","1"
"8025","1","95","","2","0","","0","","0","","","","","","","","","","","","","54.5","","","2305","2305","NSS","2304","1","","","","2305","1"
"8026","1","30","","2","0","","0","","0","","","","","","","","","","","","","16","16","","85","85","","85","","","","","85","1"
"8027","1","90","","2","0","","0","","0","","","","","","","","","","","","","NSS","NSS","NSS","5289","5289","","5091","1","144","24","29","5289","1"
"8028","1","60","","2","0","","0","","0","","","","","","","","","","","","","79","45","34","3000","1400","1600","2866","4","44","67","19","3000","2"
"8029","1","80","","1","2","","2","","0","","1","","","","","","","","","3","NA","4","1","","2205","2205","","2026","","138","41","","2205","1"
"8030","1","60","","2","0","","0","","0","","","","","","","","","","","","","NSS","","","NSS","939","NSS","900","","24","15","","939","1"
"8031","1","96","","2","0","","0","","0","","","","","","","","","","","","","68","1","","NSS","2712","NSS","2444","16","180","72","NA","2712","1"
"8032","1","98","","1","1","","0","0","0","0","","","","","","","","","0","","","350","0.6","","38485","38485","","35535","117","2477","356","","38485","1"
"8033","1","70","","2","0","","0","","0","","","","","","","","","","","","","5","","","120","120","","113","","","7","","120","1"
"8034","1","94","","2","0","","0","","0","","","","","","","","","","","","","17.8","","","1076","1076","","1054","1","9","12","","1076","1"
"8035","1","87","","2","0","","0","","0","","","","","","","","","","","","","52","","","864","864","","800","","64","","","864","1"
"8036","1","95","","2","0","","0","0","0","0","","","","","","","","","0","","","111.32","7.36","0.56","NSS","12668","NSS","11836","56","664","61","51","12668","1"
"8037","1","97","","2","0","","0","","0","","","","","","","","","","","","","4431","1997","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","1"
"8038","1","100","","2","0","","0","","0","","","","","","","","","","","","","NSS","","","850","850","","850","","","","","850","1"
"8039","1","100","","2","0","","0","","0","","","","","","","","","","","","","17.3","0.5","","1163","1163","","1080","","41","42","","1163","1"
"8040","1","90","","2","0","","0","","0","","","","","","","","","","","","","115","0.5","","5591","5591","","5123","38","309","121","","5591","1"
"8041","1","80","","2","0","","0","","0","","","","","","","","","","","","","5","","","250","250","","250","","","","","250","1"
"8042","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"8043","1","70","","2","0","","0","","0","","","","","","","","","","","","","32","7","","499","300","199","485","2","12","","","499","1"
"8044","1","98","","2","0","","0","","0","","","","","","","","","","","","","25.484","","","1134","1134","NA","1101","","3","30","","1134","1"
"8045","1","97","","2","0","","0","","0","","","","","","","","","","","","","104","3","1","NSS","9701","NSS","8888","20","613","180","","9701","1"
"8046","1","60","","2","0","","0","","0","","","","","","","","","","","","","1.5","1.5","","30","","","30","","","","","30","1"
"8047","1","40","","2","0","","0","","0","","","","","","","","","","","","","8","","","400","400","","400","","","","","400","1"
"8048","1","100","","2","0","","0","","0","","","","","","","","","","","","","NSS","0.1","","NSS","720","NSS","720","","","","","720","1"
"8049","1","55","","2","0","","0","","0","","","","","","","","","","","","","NSS","","","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","1"
"8050","1","97","","2","0","","0","","0","","","","","","","","","","","","","282.61","250.61","32","24112","24112","","25583","20","1314","100","95","24112","1"
"8051","1","50","","2","0","","0","","0","","","","","","","","","","","","","70","70","","2030","230","1800","2030","","","","","2030","1"
"8052","1","85","","2","0","","0","","0","","","","","","","","","","","","","110.2","5","3","9799","9799","","8757","18","764","260","","9799","1"
"8053","1","87","","2","0","","0","","0","","","","","","","","","","","","","42","6","1","880","880","","831","3","24","22","","880","1"
"8054","1","90","","2","0","","0","","0","","","","","","","","","","","","","30","","","591","283","308","591","","","","","591","1"
"8055","1","100","","2","0","","0","","0","","","","","","","","","","","","","26","8","NSS","2751","2751","","2651","","55","33","12","2751","1"
"8056","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"8057","1","40","","2","0","","0","","0","","","","","","","","","","","","","8","","","380","380","","380","","","","","380","1"
"8058","1","90","","2","0","","0","","0","","","","","","","","","","","","","80","10","","1000","250","750","1000","","","","","1000","1"
"8059","1","90","","2","0","","0","","0","","","","","","","","","","","","","2.5","1","2","1500","1500","NSS","1405","9","60","19","7","1500","1"
"8060","1","96","","2","0","","0","","0","","","","","","","","","","","","","20","","1","3033","3033","","3000","1","16","16","","3033","1"
"8061","1","50","","2","0","","0","","0","","","","","","","","","","","","","NSS","","","216","216","NSS","211","","5","","","216","1"
"8062","1","96","","2","0","","0","","0","","","","","","","","","","","","","105.5","0.35","","6797","6082","715","6350","9","327","111","","6797","1"
"8063","1","85","","2","0","","0","","0","","","","","","","","","","","","","6","","","1005","1005","","1005","","","","","1005","1"
"8064","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"8065","1","45","","2","0","","0","","0","","","","","","","","","","","","","17","","","1500","1500","","1500","","","","","1500","1"
"8066","1","50","","2","0","","0","","0","","","","","","","","","","","","","11","11","","800","800","","800","","","","","800","1"
"8067","2","NA","","0","0","","0","","0","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"9002","1","90","","2","0","","0","","0","","","","","","","","","","","","","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","ND","1"
"9003","1","80","","2","0","","0","","0","","","","","","","","","","","","","760","NA","NA","ND","ND","ND","ND","ND","ND","ND","ND","ND","2"
"9004","1","98","","1","2","","2","","0","","1","","","","","","","","","320","0.5","320","0.8","NA","ND","ND","ND","NA","NA","NA","NA","NA","NA","2"
"9005","1","90","","2","0","","0","","0","","","","","","","","","","","","","NSS","NA","NA","NSS","NSS","NSS","NA","NA","NA","NA","NA","NA","2"
"9006","1","100","","2","0","","0","","0","","","","","","","","","","","","","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","2"
"9007","1","99","","2","0","","0","","0","","","","","","","","","","","","","ND","NA","NA","ND","ND","ND","NA","NA","NA","NA","NA","NA","2"
"9008","1","95","","2","0","","0","","0","","","","","","","","","","","","","245","0.5","0.35","ND","ND","ND","NA","NA","NA","NA","NA","NA","2"
"9009","1","","1","2","0","","0","","0","","","","","","","","","","","","","280","0.539","","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","2"
"9010","1","99","","2","0","","0","","0","","","","","","","","","","","","","728","3","","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","NSS","2"
"9011","1","80","","2","0","","0","","0","","","","","","","","","","","","","850","0.36","NA","ND","ND","ND","NA","NA","NA","NA","NA","NA","2"
"9012","1","70","","2","0","","0","","0","","","","","","","","","","","","","ND","1.212","","ND","ND","ND","NA","NA","NA","NA","NA","NA","2"
"9013","1","90","","1","4","UTILIZAR EL AGUA DE LLUVIA COMO FUENTE DE APORTACION A LA ZONA LACUSTRE DE XOCHIMILCO","2","","0","","","","","","","1","","","","5","","590","NA","NA","ND","ND","ND","NA","NA","NA","NA","NA","NA","2"
"9014","1","100","","2","0","","0","","0","","","","","","","","","","","","","1197","1197","NA","ND","10","ND","NA","NA","NA","NA","NA","NA","2"
"9015","1","100","","2","0","","0","","0","","","","","","","","","","","","","600","NA","NA","ND","ND","ND","ND","ND","ND","ND","ND","ND","2"
"9016","1","95","","2","0","","0","","0","","","","","","","","","","","","","656.43","0.2835","","ND","ND","ND","NA","NA","NA","NA","NA","NA","2"
"9017","1","100","","2","0","","0","","0","","","","","","","","","","","","","ND","6.07","NA","ND","ND","ND","NA","NA","NA","NA","NA","NA","1"
"10001","1","95","","1","1","","2","","0","","","","","","","","1","","","3.5","","32","0.98","","4874","4874","","4389","","426","59","","4874","1"
"10002","1","80","","2","0","","0","","0","","","","","","","","","","","","","NSS","","","650","480","170","650","","","","","650","1"
"10003","1","96","","2","0","","0","","0","","","","","","","","","","","","","35","1.4","0.2","1364","200","1164","1364","","","","","1364","1"
"10004","1","90","","2","0","","0","","0","","","","","","","","","","","","","NSS","NSS","NSS","4604","4604","","3307","","1297","","","4604","1"
"10005","1","92","","1","1","","2","","0","","","1","","","","","","","","43","1.99","1800.64","6.941","1.633","200040","200040","NA","185093","608","13399","940","","200040","1"
"10006","1","70","","2","0","","0","","0","","","","","","","","","","","","","23","0.5","","480","480","","466","","10","4","","480","1"
"10007","1","86","","2","0","","0","","0","","","","","","","","","","","","","1350","1.13","2.43","94363","93081","1282","90803","629","2788","","143","94363","1"
"10008","1","94","","2","0","","0","","0","","","","","","","","","","","","","121","","","4052","4052","","3537","36","479","","","4052","1"
"10009","1","80","","2","0","","0","","0","","","","","","","","","","","","","20","5","","1020","1020","","1010","","10","","","1020","1"
"10010","1","80","","2","0","","0","","0","","","","","","","","","","","","","12","","","280","280","","280","","","","","280","1"
"10011","1","50","","2","0","","0","","0","","","","","","","","","","","","","4.1","","","142","142","NA","142","","","","","142","1"
"10012","1","97","","1","2","","2","","0","","","","","","","","","1","CANALES DE RIEGO","9.4","","229","5.7","2.4","36521","36521","","35034","170","1317","","","36521","1"
"10013","1","90","","2","0","","0","","0","","","","","","","","","","","","","60","","1","5429","1629","3800","4616","","542","271","","5429","1"
"10014","1","70","","2","0","","0","","0","","","","","","","","","","","","","10","0.7","","700","700","","700","","","","","700","1"
"10015","1","70","","2","0","","0","","0","","","","","","","","","","","","","NSS","","","1157","1157","NSS","1157","","","","","1157","1"
"10016","1","85","","2","0","","0","","0","","","","","","","","","","","","","NSS","","","2599","2560","39","2584","1","11","3","","2599","1"
"10017","1","70","","2","0","","0","","0","","","","","","","","","","","","","2.5","","","4300","350","3950","4300","","","","","4300","1"
"10018","1","85","","2","0","","0","","0","","","","","","","","","","","","","35","","","1750","1750","","1750","","","","","1750","1"
"10019","1","20","","2","0","","0","","0","","","","","","","","","","","","","3","0.5","","120","120","","120","","","","","120","1"
